Product Name,Price,Quantity Sold,Number of Ratings,Location,badges,link,imageLink
[MBPO] 7 Inch 1280*800 Ips Scherm T7-W Mini Pc Windows 10 Tablet Pc Intel Z3735F Mini Desktop 2G ram 32G Rom BT4.0 Wifi RJ45 Computer ☆,"RM1,118.63",,(4),,Voucher save 50%,,https://img.lazcdn.com/g/p/58fc7bdb8d3fc343303e4cf445dd4d04.png_400x400q75.avif
OWGPF Tablet 2 in 1 10.1 pollici 4GB RAM 64GB ROM 64Bit Windows 10 Z8350 1920 x1200ips 4-core Dual Camear HDMI compatibile USB 3.0 AGDSL,"RM1,059.23",,(3),,Voucher save 44%,,https://img.lazcdn.com/g/p/f64762432d8a51516f7db3872e60fae1.png_400x400q75.avif
All in One Intel Core i7 7700HQ RAM 16GB+512GB SSD/Windows 11+MS Office Desktop PC Set,"RM1,386.73",,(1),,Voucher save 58%,,https://img.lazcdn.com/g/p/0282e754e34ef2d6b62e710a792dbb26.jpg_400x400q75.avif
"OHHRB Teclast t40air tablet android 13 t616 8-core 8gb 8gb ram 256gb rom 10,36 zoll 2000x1200 full hd teclast t40 air 4g volte 18w pd SHJHT","RM1,370.04",,(6),,Voucher save 70%,,https://img.lazcdn.com/g/p/fd2263ae5a528fbc9ad7845d1c91d72f.png_400x400q75.avif
[SUORA] N-one npad x1 11 ''tablet pc (8 8) gb ram 128gb rom android 13 2000x1200 fhd mtk g99 8 20 megapixel 2mpcamera 18w pd schnell aufladen,"RM1,392.24",,(2),,Voucher save 1%,,https://img.lazcdn.com/g/p/64961e590f16bbb4217f5e3c1e1698dc.png_400x400q75.avif
"Lenovo ThinkPad T14 Laptop (1 YEAR WARRANTY T&C) Core i7/i5 11th GEN 14"" Display UPTO 24GB RAM WIN 11 PRO","RM1,250.00",,(23),,Voucher save 13%,,https://img.lazcdn.com/g/p/296915b38a8407648638908e3ebecf9e.jpg_400x400q75.avif
"Lenovo IdeaPad 3 14IGL05 81WH004WMJ 14"" Laptop (Celeron N4020 ,256GB SSD,4GB, Intel UHD ,W10, 1YW) Free Bag","RM1,184.00",,(19),,Voucher save 48%,,https://img.lazcdn.com/g/p/75a36dc98e5d832a44a33494991ed90a.png_400x400q75.avif
"(3 Years Warranty) laptop with fingerprint, laptop, Windows 11, Intel Core i7, 8500y, 15.6 -inch，16GB of RAM, 1TB, 2TB, SSD, portable office studio laptops","RM1,113.75",,(0),,Voucher save 58%,,https://img.lazcdn.com/g/p/29ab5b49dc7ee2b2c2b6c76c352c2fe8.png_400x400q75.avif
DELL LATITUDE 7390 2 IN 1 [CORE i5-8TH GEN / 16GB RAM / 1TB SSD] x360 FULL HD IPS DIPSLAY / ULTRABOOK / WINDOWS 10 PRO [BOXPACKED REFURBISHED],"RM1,199.00",,(27),,Voucher save 23%,,https://img.lazcdn.com/g/p/dae0abdcabcdd259234ac041a65e0c4c.jpg_400x400q75.avif
CHUWI 14.1-inch GemiBook XPro Laptop Intel N100 Graphics 600 GPU Screen 8GB RAM 256GB SSD With Cooling Fan Windows 11 Notebook,"RM1,035.50",,(6),,Voucher save 38%,,https://img.lazcdn.com/g/p/655d8bc80ef420d76cc3dd47a4f7c4f3.jpg_400x400q75.avif
"15.6"" Ultra-Thin Laptop 16GB RAM 1TB SSD Intel Core 8500Y Notebook 1920*1080 HD Display Office Study Computer PC Windows 11 Pro","RM1,071.60",,(1),,Voucher save 8%,,https://img.lazcdn.com/g/p/35053e6adb57cbcdb96a726660cf1eb9.jpg_400x400q75.avif
"CHUWI GemiBook Plus Laptop Intel N100 (Up to 3.4GHz) Graphics 8GB 16GB RAM 256GB 512GB SSD laptops on sale original 1920*1080P With Cooling Fan 15.6"" Computer Windows 11","RM1,035.50",,(43),,Voucher save 28%,,https://img.lazcdn.com/g/p/a6b1a1f430ec2e74afc9c7d2a0f0179c.jpg_400x400q75.avif
VRECOR F1 14'' Laptop Intel J4105 DDR4 8GB RAM 256GB SSD Computer Windows 10 Portable 1080P Notebook For Office Student,"RM1,299.90",,(4),,Voucher save 30%,,https://img.lazcdn.com/g/ff/kf/S4a21ee64ced74e3e96680651c79b4e547.jpg_400x400q75.avif
VRECOR F1 14.1 inch Laptop Intel Celeron J4105 DDR4 8GB RAM 256GB SSD Computer Windows 10 Portable 1080P Laptop For Office Student,"RM1,299.90",,(26),,Voucher save 52%,,https://img.lazcdn.com/g/ff/kf/Sbb67fe70486d4a8aa53179d7935c39afs.jpg_400x400q75.avif
"Dell Latitude (1 YEAR WARRANTY T&C) 7000 SERIES LAPTOP (CORE i3/i5/i7) 14""inch UPTO 10th GEN WIN 11","RM1,155.00",,(46),,Voucher save 12%,,https://img.lazcdn.com/g/p/39a40413ecaded980faed830939aaea7.jpg_400x400q75.avif
"DELL LATITUDE 7420 ULTRABOOK INTEL CORE I7- 1165G7 11TH GENERATION COMETLAKE PROCESSOR / 14.0""INCH FHD SCREEN DISPLAY [16GB DDR4 RAM 512GB SSD STORAGE ] WINDOWS 11 PRO [#LAPTOP","RM1,388.00",,(5),,Voucher save 31%,,https://img.lazcdn.com/g/p/7191e39f01fc8e0953d99ce34a486129.jpg_400x400q75.avif
"Lenovo ThinkPad T480S/T490s/T490/T480/T590/T480/T440/T450s/T460s Laptop (1 YEAR WARRANTY T&C)Core i5/i7(5th/6th/7th/8th Gen)14""/15"" inch Win 10/11 PRO","RM1,288.00",,(1),,Voucher save 37%,,https://img.lazcdn.com/g/p/6aaa44adbb03559038e87ebd576b49f8.jpg_400x400q75.avif
CHUWI HeroBook Pro Laptop 14.1 Inch 1920x1080 IPS Intel Gemini lake N4020 Processor 8GB LPDDR4 256G SSD Windows 11 Full-Sized Keyboard Borderless Design,"RM1,034.53",,(1),,Voucher save 1%,,https://img.lazcdn.com/g/p/d940bd2d92f4d9ae7fa3b4aba9d006bb.jpg_400x400q75.avif
(Refurbished) HP ELITEBOOK LAPTOP 830 G5/G6/840 G7/G8/Core i5/i7(8th/10th GEN) WINDOW 11PRO,"RM1,050.00",,(94),,Voucher save 18%,,https://img.lazcdn.com/g/p/ba94818ad1c80f2a8c33755e51a744e9.jpg_400x400q75.avif
2024 Lenovo Factory's new 14-inch/15-inch FHD IPS laptop RAM 6GB+ 256GB SSD M.2 NGFF-2280 SSD Intel Celeron J4105/J4125/N5095 quad-core ultra-thin notebook Windows11 camera business ultrabook pink notebook sales lowest price,"RM1,418.00",,(12),,Voucher save 76%,,https://img.lazcdn.com/g/p/ad61002942a4de03e0d2ebb4b581e0df.jpg_400x400q75.avif
Dell 5000 Series Laptops With Graphics Card | Model 5580 5567 5511 5510 5470 5424 5420 5414 5410 5290 | Core i5 i7 8th 10th 11th Gen,"RM1,299.00",,(7),,Voucher save 69%,,https://img.lazcdn.com/g/p/d42e81e18832542d045c62a0f562432d.png_400x400q75.avif
【HP Laptop】laptop brand new original /HP ProBook 450G1 450G2 450G5/Intel Core i5 i7/15.6in Built in numeric keypad/16GB RAM+256GB SSD+500GB HDD,"RM1,187.73",,(7),,Voucher save 21%,,https://img.lazcdn.com/g/p/ee71b6f3e6af9c91710ff67cdd29e9fa.jpg_400x400q75.avif
Mirval F5 Laptop 15.6'' IPS Intel Jasper Lake N5095 2.4/5G WiFi Computer Up to 2.9Ghz 4 Cores CPU 16GB DDR4 512GB SSD Notebook,"RM1,499.90",,(1),,Voucher save 50%,,https://img.lazcdn.com/g/ff/kf/S8232217e0b8847509db053727d893cc6s.jpg_400x400q75.avif
DELL LAPTOP LATITUDE 2 IN 1 5290 BUSINESS DETACHABLE / CORE i7 / TOUCHSCREEN / WIN 10 PRO,"RM1,450.00",,(10),,Voucher save 25%,,https://img.lazcdn.com/g/p/40dde425c382667afd850bf3b1ea81c9.png_400x400q75.avif
"DELL LATITUDE 7280 INTEL CORE I5-7200U (7TH GENERATION), 8GB RAM, 256GB SSD, WIFI, W CAM, 12.5 INCHES FULL HD (1366 X 768) ANTI-GLARE, BLACK COLOUR, WINDOWS 11 PRO ORI","RM1,099.00",,(2),,Voucher save 52%,,https://img.lazcdn.com/g/p/4b8d4de4f115d35af9ca91bb361a3dea.jpg_400x400q75.avif
MAGCH 14inch Laptop Windows 11 Notebook 1920x1080 FHD Intel Celeron J4105 Computer Work Gaming Thin Laptop 8GB RAM 128GB 256GB ROM Gaming Notebook Pc Portable,"RM1,000.09",,(1),,Voucher save 73%,,https://img.lazcdn.com/g/p/03bb77431609276327b1e53d26e1f5b2.jpg_400x400q75.avif
DERE New R14 Laptop Intel N4500 CPU 14'' FHD IPS screen 180° folding 8GB|256GB 12GB|512GB latest thin and light office laptop Windows 11,"RM1,149.00",,(1),,Voucher save 8%,,https://img.lazcdn.com/g/p/7a0b2ef0439cf300a4d577a012ec8db6.jpg_400x400q75.avif
"Lenovo ThinkPad T14s (1 YEAR WARRANTY T&C) Core i7 10th Gen 14"" FHD Display Up To 32GB RAM Win11 Pro","RM1,380.00",,(2),,Voucher save 20%,,https://img.lazcdn.com/g/p/5f9d807e267f2360e3e2d8cc7d9398d6.jpg_400x400q75.avif
CHUWI GemiBook XPro Laptop Intel N100 Graphics 600 GPU 14.1-inch Screen loptops on sale original 8GB RAM 256GB SSD With Cooling Fan mini laptop windows 11 Notebook,"RM1,035.50",,(88),,Voucher save 46%,,https://img.lazcdn.com/g/p/406bbc1403b0c70ecff802ec84df3c3b.jpg_400x400q75.avif
"Real and effective HUAWEI MATEBOOK B3-410 NBZ-WBH9B SPACE GRAY | 14"" | INTEL CORE i5 10210U | 8GB RAM 512 GB SSD | Win10 PRO | Laptop","RM1,329.00",,,,Voucher save 37%,,https://img.lazcdn.com/g/p/efe8d84193db57a15376138e65cdf368.jpg_webp_400x400q75.avif
2024 Chuwi Hi10 X N4120 win11 (1 year local warranty) 8GB DDR4 128GB FHD IPS touch Slim Full metal tablet PC 2 in 1 laptop notebook ( ready stock),"RM1,079.00",,,,Voucher save 13%,,https://img.lazcdn.com/g/p/eff72eeeead1d83691d90d6e83d4f8d1.jpg_400x400q75.avif
"Refurbish 2in1 Touch Screen Laptop Lenovo ThinkPad Yoga11e Gen 6 Core i5 Notebook, Lenovo Mini Laptop For AutoCAD","RM1,499.00",,,,Voucher save 58%,,https://img.lazcdn.com/g/p/7b89c23cffc9f0dbfb3a745cca57a60d.jpg_400x400q75.avif
"Used 2in1 Touch Laptop Lenovo ThinkPad Yoga 11e Intel Core m3-7y30 NoteBook, Lenovo 2in1 Laptop","RM1,199.00",,,,Voucher save 36%,,https://img.lazcdn.com/g/p/4b7427eb2182a46d823486c8f66e88c9.jpg_400x400q75.avif
MICROSOFT SURFACE PRO 4 CORE M3 -6Y30 6TH GEN/ 4GB RAM/128GB SSD /WIN 10 PRO(TWO MONTHS WARRANTY) REFURBISED,"RM1,400.00",,,,Voucher save 20%,,https://img.lazcdn.com/g/p/ab3ebd65d1d42d837d06a1e9c02f7474.jpg_400x400q75.avif
Microsoft Surface Pro 2 i5/ 4GB/ 128GB SSD Touch Win 10 Pro 3 Months Warranty,"RM1,390.00",,,,Voucher save 32%,,https://img.lazcdn.com/g/p/6f37c68d060c3fcce33b26bb55ca165b.jpg_400x400q75.avif
ODJEB Laptop 10.1 Inch Intel N4000 Windows 10 Notebook Computer Full HD Netbook Mini Portable Mass Memory 8GB+256GB Cheap PC Laptops LCRHB,"RM1,337.84",,,,Voucher save 37%,,https://img.lazcdn.com/g/p/695372a441da1da017e0e9a9c2db87a5.png_400x400q75.avif
"Microsoft Surface Pro 3/ i5-4th Gen, 8GB RAM/ 256GB SSD Win 11 Type Cover Keyboard in Very Good Condition","RM1,499.00",,,,Voucher save 57%,,https://img.lazcdn.com/g/p/85a53feb45cac7137eba0ce684234e96.jpg_400x400q75.avif
Microsoft Surface Pro 3 4+128GB Intel Quad Core Atom processor Used 95% As Like New,"RM1,099.00",,,,Voucher save 9%,,https://img.lazcdn.com/g/p/cb73573c8869ac06294d20009db41ff7.jpg_400x400q75.avif
[ubeng] Teclast T60 2024 Tablet(Unisoc T616 8-core 2GHz/16GB(8GB+8GB)RAM/256GB ROM/11.97 Inch 1200X2000iPS TDDI/WIFI5G/4G Dual SIM LTE/,"RM1,433.32",,,,Voucher save 26%,,https://img.lazcdn.com/g/p/c532ed20f4d82863d11112eb974c2da9.png_400x400q75.avif
[MBPO] 7 Inch 1280*800 Ips Scherm T7-W Mini Pc Windows 10 Tablet Pc Intel Z3735F Mini Desktop 2G ram 32G Rom BT4.0 Wifi RJ45 Computer ☆,"RM1,118.63",,,,Voucher save 61%,,https://img.lazcdn.com/g/p/58fc7bdb8d3fc343303e4cf445dd4d04.png_400x400q75.avif
OWGPF Tablet 2 in 1 10.1 pollici 4GB RAM 64GB ROM 64Bit Windows 10 Z8350 1920 x1200ips 4-core Dual Camear HDMI compatibile USB 3.0 AGDSL,"RM1,059.23",,,,Voucher save 13%,,https://img.lazcdn.com/g/p/f64762432d8a51516f7db3872e60fae1.png_400x400q75.avif
Win11 11 Gen OPS papan putih komputer pc untuk teras kelas digital pintar I3/I5/I7 5K 4K paparan WIFI6 untuk pendidikan,"RM1,291.05",,,,Voucher save 24%,,https://img.lazcdn.com/g/p/57a4e6eba93215f8a28f4be469877515.jpg_webp_400x400q75.avif
All in One Intel Core i7 7700HQ RAM 16GB+512GB SSD/Windows 11+MS Office Desktop PC Set,"RM1,386.73",,,,Voucher save 17%,,https://img.lazcdn.com/g/p/0282e754e34ef2d6b62e710a792dbb26.jpg_400x400q75.avif
"OHHRB Teclast t40air tablet android 13 t616 8-core 8gb 8gb ram 256gb rom 10,36 zoll 2000x1200 full hd teclast t40 air 4g volte 18w pd SHJHT","RM1,370.04",,,,Voucher save 33%,,https://img.lazcdn.com/g/p/fd2263ae5a528fbc9ad7845d1c91d72f.png_400x400q75.avif
[SUORA] N-one npad x1 11 ''tablet pc (8 8) gb ram 128gb rom android 13 2000x1200 fhd mtk g99 8 20 megapixel 2mpcamera 18w pd schnell aufladen,"RM1,392.24",,,,Voucher save 26%,,https://img.lazcdn.com/g/p/64961e590f16bbb4217f5e3c1e1698dc.png_400x400q75.avif
Asus Core i5 8Gen Laptop Slim Lightweight Ram 8GB SSD 256GB Windows 11 Pro Microsoft office Word Excel Power Point Camera wifi Battery&Charger,"RM1,462.50",,,,Voucher save 65%,,https://img.lazcdn.com/g/ff/kf/S183f0dac6e344e9f9fee7c8b432abfdfu.jpg_400x400q75.avif
"Dell Latitude 5310 Ultra-Light, FHD Touchscreen, Intel i5 10th gen 16GB RAM, 512GB SSD, Windows 11","RM1,299.00",,,,Voucher save 50%,,https://img.lazcdn.com/g/p/64592bb47af85eba116a18b70ba29e61.png_400x400q75.avif
"Lenovo ThinkPad T14 Laptop (1 YEAR WARRANTY T&C) Core i7/i5 11th GEN 14"" Display UPTO 24GB RAM WIN 11 PRO","RM1,250.00",,,,Voucher save 21%,,https://img.lazcdn.com/g/p/296915b38a8407648638908e3ebecf9e.jpg_400x400q75.avif
"Lenovo IdeaPad 3 14IGL05 81WH004WMJ 14"" Laptop (Celeron N4020 ,256GB SSD,4GB, Intel UHD ,W10, 1YW) Free Bag","RM1,184.00",,,,Voucher save 25%,,https://img.lazcdn.com/g/p/75a36dc98e5d832a44a33494991ed90a.png_400x400q75.avif
"(3 Years Warranty) laptop with fingerprint, laptop, Windows 11, Intel Core i7, 8500y, 15.6 -inch，16GB of RAM, 1TB, 2TB, SSD, portable office studio laptops","RM1,113.75",,,,Voucher save 28%,,https://img.lazcdn.com/g/p/29ab5b49dc7ee2b2c2b6c76c352c2fe8.png_400x400q75.avif
DELL LATITUDE 7390 2 IN 1 [CORE i5-8TH GEN / 16GB RAM / 1TB SSD] x360 FULL HD IPS DIPSLAY / ULTRABOOK / WINDOWS 10 PRO [BOXPACKED REFURBISHED],"RM1,199.00",,,,Voucher save 43%,,https://img.lazcdn.com/g/p/dae0abdcabcdd259234ac041a65e0c4c.jpg_400x400q75.avif
CHUWI 14.1-inch GemiBook XPro Laptop Intel N100 Graphics 600 GPU Screen 8GB RAM 256GB SSD With Cooling Fan Windows 11 Notebook,"RM1,035.50",,,,Voucher save 40%,,https://img.lazcdn.com/g/p/655d8bc80ef420d76cc3dd47a4f7c4f3.jpg_400x400q75.avif
"15.6"" Ultra-Thin Laptop 16GB RAM 1TB SSD Intel Core 8500Y Notebook 1920*1080 HD Display Office Study Computer PC Windows 11 Pro","RM1,071.60",,,,Voucher save 20%,,https://img.lazcdn.com/g/p/35053e6adb57cbcdb96a726660cf1eb9.jpg_400x400q75.avif
"CHUWI GemiBook Plus Laptop Intel N100 (Up to 3.4GHz) Graphics 8GB 16GB RAM 256GB 512GB SSD laptops on sale original 1920*1080P With Cooling Fan 15.6"" Computer Windows 11","RM1,035.50",,,,Voucher save 43%,,https://img.lazcdn.com/g/p/a6b1a1f430ec2e74afc9c7d2a0f0179c.jpg_400x400q75.avif
VRECOR F1 14'' Laptop Intel J4105 DDR4 8GB RAM 256GB SSD Computer Windows 10 Portable 1080P Notebook For Office Student,"RM1,299.90",,,,Voucher save 13%,,https://img.lazcdn.com/g/ff/kf/S4a21ee64ced74e3e96680651c79b4e547.jpg_400x400q75.avif
VRECOR F1 14.1 inch Laptop Intel Celeron J4105 DDR4 8GB RAM 256GB SSD Computer Windows 10 Portable 1080P Laptop For Office Student,"RM1,299.90",,,,Voucher save 36%,,https://img.lazcdn.com/g/ff/kf/Sbb67fe70486d4a8aa53179d7935c39afs.jpg_400x400q75.avif
(Refurbished) HP ELITEBOOK LAPTOP 830 G5/G6/840 G7/G8/Core i5/i7(8th/10th GEN) WINDOW 11PRO,"RM1,050.00",,,,Voucher save 37%,,https://img.lazcdn.com/g/p/ba94818ad1c80f2a8c33755e51a744e9.jpg_400x400q75.avif
"Dell Latitude (1 YEAR WARRANTY T&C) 7000 SERIES LAPTOP (CORE i3/i5/i7) 14""inch UPTO 10th GEN WIN 11","RM1,155.00",,,,Voucher save 50%,,https://img.lazcdn.com/g/p/39a40413ecaded980faed830939aaea7.jpg_400x400q75.avif
"Lenovo ThinkPad T480S/T490s/T490/T480/T590/T480/T440/T450s/T460s Laptop (1 YEAR WARRANTY T&C)Core i5/i7(5th/6th/7th/8th Gen)14""/15"" inch Win 10/11 PRO","RM1,288.00",,,,Voucher save 28%,,https://img.lazcdn.com/g/p/6aaa44adbb03559038e87ebd576b49f8.jpg_400x400q75.avif
"DELL LATITUDE 7420 ULTRABOOK INTEL CORE I7- 1165G7 11TH GENERATION COMETLAKE PROCESSOR / 14.0""INCH FHD SCREEN DISPLAY [16GB DDR4 RAM 512GB SSD STORAGE ] WINDOWS 11 PRO [#LAPTOP","RM1,388.00",,,,Voucher save 18%,,https://img.lazcdn.com/g/p/7191e39f01fc8e0953d99ce34a486129.jpg_400x400q75.avif
2024 Lenovo Factory's new 14-inch/15-inch FHD IPS laptop RAM 6GB+ 256GB SSD M.2 NGFF-2280 SSD Intel Celeron J4105/J4125/N5095 quad-core ultra-thin notebook Windows11 camera business ultrabook pink notebook sales lowest price,"RM1,418.00",,,,Voucher save 11%,,https://img.lazcdn.com/g/p/ad61002942a4de03e0d2ebb4b581e0df.jpg_400x400q75.avif
(3-Year-Warranty )i7 Portable Laptop Computer PC Gamer Windows 11 Intel Core i7 8500Y 15.6 inch Office Study Laptops Fingerprint Unlock Notebook,"RM1,163.67",,,,Voucher save 37%,,https://img.lazcdn.com/g/p/2ca212fa7b3e626b89b3244f103cd906.jpg_400x400q75.avif
"DELL LATITUDE E7490 ULTRABOOK INTEL CORE i5-8350U 8TH GENERATION / 14.0""FHD DISPLAY [16GB DDR4 RAM 512GB SSD ] WINDOWS 10/11 PRO","RM1,199.00",,,,Voucher save 25%,,https://img.lazcdn.com/g/p/c6199f2e81fae9edf6abe0438a0ba88a.jpg_400x400q75.avif
HP ELITEBOOK X360 1030 G7 ULTRABOOK TOUCHSCREEN 13.3 INCH FHD DISPLAY CORE-i5 10TH GEN (FOR STYLUS PEN ADD ON) WINDOWS 11,"RM1,388.00",,,,Voucher save 29%,,https://img.lazcdn.com/g/p/05d8944aa5a480c65947ae9c822455cb.jpg_400x400q75.avif
Lenovo Thinkpad X1 Carbon (2nd Gen) Business Ultrabook INTEL CORE i5 4TH GEN/8GB RAM/128GB SSD/WIN 10,"RM1,299.00",,,,Voucher save 35%,,https://img.lazcdn.com/g/p/14978c06d9045579dedb4eb87652bf5b.jpg_400x400q75.avif
Mirval F1 14.1 inch Laptop Intel Celeron J4105 DDR4 8GB RAM 256GB SSD Computer Windows 10 Portable 1080P Laptop For Office Student,"RM1,299.90",,,,Voucher save 25%,,https://img.lazcdn.com/g/ff/kf/S7e53af8fc3444247b1ca7691303ec2b6X.jpg_400x400q75.avif
"Acer Aspire Lite 14 AL14-32P-C0XQ 14"" WUXGA Laptop Fresh Blue ( N150, 8GB, 512GB SSD, Intel, W11, HS+M365 )","RM1,499.00",,,,Voucher save 21%,,https://img.lazcdn.com/g/p/a56ea1d96c6ea9e947aaa151285f32cb.png_400x400q75.avif
Premium Gaming laptops With 10th 11th Gen | Dell 7410 7330 7310 5511 5510 5420 5410 HP 850 830 455 450 Lenovo L13 L14 Core i5 i7,"RM1,199.00",,,,Voucher save 14%,,https://img.lazcdn.com/g/p/1cfb4be56715bf0f5bf189963014ac94.png_400x400q75.avif
"Acer Aspire Lite 14 AL14-32P-C0GF 14"" WUXGA Laptop Pure Silver ( N150, 8GB, 512GB SSD, Intel, W11, HS+M365 )","RM1,499.00",,,,Voucher save 50%,,https://img.lazcdn.com/g/p/7f4a7d7274e8ee37bbc9c9b3c03aa6c7.png_400x400q75.avif
"Refurbished Laptop Lenovo Thinkpad T480s (I7-8550U / DDR4 16GB Ram / 512GB SSD / 14"" FHD)","RM1,199.00",,,,Voucher save 50%,,https://img.lazcdn.com/g/p/2c6c65017d68e01140e5f827980ad671.png_400x400q75.avif
Acer TravelMate P645 i5/ 8GB RAM /240 GB SSD 14 Display Win 10 Pro UltraBook Like New 3 Months warranty,"RM1,390.00",,,,Voucher save 50%,,https://img.lazcdn.com/g/p/7e421e26e886a95e3a2cbf3bb8f63c35.png_400x400q75.avif
CHUWI HeroBook Pro Laptop 14.1 Inch 1920x1080 IPS Intel Gemini lake N4020 Processor 8GB LPDDR4 256G SSD Windows 11 Full-Sized Keyboard Borderless Design,"RM1,034.53",,,,Voucher save 41%,,https://img.lazcdn.com/g/p/d940bd2d92f4d9ae7fa3b4aba9d006bb.jpg_400x400q75.avif
"DELL LATITUDE 5511 TOUCHSCREEN SLIM HEAVY DUTY LAPTOP - INTEL CORE I5-10400H 10TH GENERATION / 16GB DDR4 RAM / 512GB SSD STORAGE + 2GB GRAPHIC CARD NVIDIA GFORCE MX250 /15.6""INCH FHD SCREEN DISPLA / WINDOW 11 PRO / 6 MONTHS WARRANTY [ HIGH SPEC ] #LAPTOP","RM1,288.00",,,,Voucher save 50%,,https://img.lazcdn.com/g/p/097c2ab2972f25d406a78a54cbe79415.jpg_400x400q75.avif
"CHUWI HeroBook Pro 14.1'' Laptop, 256GB SSD 8GB RAM, Windows 11 Laptop, 1TB SSD Expand, Intel Celeron N4020, 2K FHD IPS Display, Ultra Slim, Mini-HDMI, 5G WiFi, USB3.0, Webcam","RM1,034.53",,,,Voucher save 50%,,https://img.lazcdn.com/g/p/123cd8d547cdc2d91180da6298f02281.png_400x400q75.avif
15.6 Inch Business Laptop Notebook PC CPU N5095 16GB RAM 512GB SSD Storage Windows 11 Fingerprint Recognition Backlit Keyboard,"RM1,023.14",,,,Voucher save 50%,,https://img.lazcdn.com/g/p/d60d77c06f5d6d91ffef5334f411b77a.jpg_400x400q75.avif
"REF HP ProBook 450 G8 Intel Core i5 (11th Gen) 15.6"" Full HD / 8GB RAM / 256GB NVME / Win 10 Pro (Business/Study Laptop)","RM1,399.00",,,,Voucher save 49%,,https://img.lazcdn.com/g/p/783cf56e2e2541538a7447cd819b1fe8.png_400x400q75.avif
CHUWI HeroBook Pro 14.1 inch Laptop brand new original 8GB RAM 256GB SSD Intel Celeron N4020 Computer UHD Graphics 600 mini laptop windows 11 Notebook,"RM1,034.53",,,,Voucher save 50%,,https://img.lazcdn.com/g/p/47c65ae70b4eb648ab7167c56a7a3684.jpg_400x400q75.avif
"CHUWI GemiBook XPro Laptop Intel N100, 14.1'' Windows 11 Laptops brand new original 8GB RAM 256GB SSD,Intel Alder Lake N100 (Up to 3.4GHz) Mini loptops on sale original","RM1,035.50",,,,Voucher save 64%,,https://img.lazcdn.com/g/p/90ff571803feb1cf54be62f8b6487ea8.jpg_400x400q75.avif
CHUWI GemiBook XPro Laptop brand new original 8GB LPDDR5 256GB SSD Intel N100 UHD Graphics for 12th Gen 14.1'' FHD 1920*1080 Windows 11loptops on sale original,"RM1,035.50",,,,Voucher save 50%,,https://img.lazcdn.com/g/p/579b77310ff56323a13e327cc632d2aa.png_400x400q75.avif
"HP 15-Fc0105AU (Warm Gold) / 15-FC0106AU (Natural Silver) - 15.6"" FHD Laptop ( Athlon 7120U, 8GB, 512GB SSD, ATI, W11, H&S )","RM1,499.00",,,,Voucher save 62%,,https://img.lazcdn.com/g/p/5c6e5220218329c1f7275bfebf9be233.png_400x400q75.avif
[3-year warranty] i7 -8500Y Portable laptop Studying console laptop PC Windows 11 Intel Core 15.6-inch office learning laptop fingerprint unlock,"RM1,125.28",,,,Voucher save 50%,,https://img.lazcdn.com/g/p/236a1356c7dd7c1cf248ea64cda28ef9.png_400x400q75.avif
VRECOR F5 Laptop 15.6'' IPS Intel Jasper Lake N5095 2.4/5G WiFi Computer Up to 2.9Ghz 4 Cores CPU 16GB DDR4 512GB SSD Notebook,"RM1,499.90",,,,Voucher save 10%,,https://img.lazcdn.com/g/ff/kf/S375a676305d94170ae45b0e8cf5ad261L.jpg_400x400q75.avif
REFURBISH HP 840 G1 CORE I5-4TH GEN WITH SSD LAPTOP,"RM1,099.00",,,,Voucher save 10%,,https://img.lazcdn.com/g/p/9a9d37e36708d8a8ae12effb94725590.jpg_400x400q75.avif
CHUWI laptop official store HeroBook Pro 14.1 inch FHD Screen Intel Celeron N4020 Dual Core laptop brand new original 8GB RAM 256GB SSD 1920x1080 Windows 10 Laptop sale lowest price,"RM1,034.53",,,,Voucher save 50%,,https://img.lazcdn.com/g/p/e5592239a69e42f328e517bef18d1b90.jpg_400x400q75.avif
"HP 15s-EQ1017AU / 15s-EQ1018AU 15.6'' Laptop SILVER ( Athlon Silver 3050U, 8GB, 256GB SSD, ATI, W10, 1YW ) FREE BAG","RM1,399.00",,,,Voucher save 1%,,https://img.lazcdn.com/g/p/0f7514514c8a7a789f32b2dd624360f7.png_400x400q75.avif
TOSHIBA Z40 R64 ULTRA SLIM ULTRABOOK NOTEBOOK LAPTOP 14INCH i5 8GB RAM 512GB SSD AS NEW CONDITION,"RM1,050.00",,,,Voucher save 5%,,https://img.lazcdn.com/g/p/78edafe658eda9e78938f2e5c16b8431.jpg_400x400q75.avif
Ultrathin suitable for work Windows 11 Intel Core i7 7500 Laptop Computer 14.1 Inch HD Screen Dual Core 12GB RAM 256GB 512GB 1/2TB SSD office laptops PC Gamer,"RM1,036.53",,,,Voucher save 50%,,https://img.lazcdn.com/g/p/2b2070423330e61443d832c934b9b912.jpg_400x400q75.avif
Laptop Original 15.6-inch Intel Core i7-8500Y 16GB Memory 1TB SSD Windows 11 Pro Gamebook Laptop Office Computer(3 -Year Warranty),"RM1,097.91",,,,Voucher save 50%,,https://img.lazcdn.com/g/p/8c4b4c40cf891ed2510aab31d2128722.png_400x400q75.avif
